year,IdealPointFP,ccode
2014,1.330256,220
2015,1.420323,220
2016,1.377062,220
2017,1.471684,220
2018,1.393395,220
2019,1.367554,220
2020,1.424745,220
2021,1.483323,220
2022,1.214339,220
2023,1.336118,220
2024,1.256301,220
1995,1.415904,221
1996,1.386991,221
1997,1.411809,221
1998,1.373268,221
1999,1.350312,221
2000,1.110833,221
2001,1.087832,221
2002,1.079489,221
2003,1.001716,221
2004,0.9266503,221
2005,0.9547704,221
2006,0.9317593,221
2007,0.9221879,221
2008,0.8794976,221
2009,0.8865636,221
2010,0.8224411,221
2011,0.8900305,221
2012,0.9092094,221
2013,0.8940028,221
2014,0.9349574,221
2015,1.032241,221
2016,1.094919,221
2017,0.962759,221
2018,1.012075,221
2019,0.9671293,221
2020,1.083927,221
2021,1.077222,221
2022,0.9614273,221
2023,1.0096,221
2024,1.065337,221
1995,1.135203,223
1996,1.072457,223
1997,1.144775,223
1998,1.007941,223
1999,1.049667,223
2000,0.9656133,223
2001,0.990009,223
2002,0.8664317,223
2003,0.8897205,223
2004,0.8431123,223
2005,0.9220092,223
2006,0.7961929,223
2007,0.7333043,223
2008,0.6799686,223
2009,0.866383,223
2010,0.7492898,223
2011,0.7459011,223
2012,0.7669509,223
2013,0.7944375,223
2014,0.7928345,223
2015,0.745367,223
2016,0.6342384,223
2017,0.6368663,223
2018,0.701651,223
2019,0.7231835,223
2020,0.7526382,223
2021,0.6638369,223
2022,0.7669674,223
2023,0.6378018,223
2024,0.6783223,223
1995,0.9725669,225
1996,0.9725669,225
1997,0.9725669,225
1998,0.9725669,225
1999,0.9725669,225
2000,0.9725669,225
2001,0.9725669,225
2002,0.9725669,225
2003,0.985371,225
2004,0.8483106,225
2005,0.918686,225
2006,0.8003236,225
2007,0.7373839,225
2008,0.6231156,225
2009,0.76844,225
2010,0.7081152,225
2011,0.6418451,225
2012,0.6733988,225
2013,0.6807354,225
2014,0.727839,225
2015,0.6683943,225
2016,0.6231843,225
2017,0.6389338,225
2018,0.64291,225
2019,0.7122657,225
2020,0.7113257,225
2021,0.7234841,225
2022,0.7324219,225
2023,0.6049668,225
2024,0.7573139,225
1995,1.146923,230
1996,1.352436,230
1997,1.309229,230
1998,1.115046,230
1999,1.07262,230
2000,1.002514,230
2001,1.039773,230
2002,1.056229,230
2003,1.045687,230
2004,0.947754,230
2005,0.8941008,230
2006,0.9612014,230
2007,0.9117575,230
2008,0.8559893,230
2009,0.8978875,230
2010,0.7627663,230
2011,0.9142971,230
2012,0.889788,230
2013,0.8737904,230
2014,0.8913368,230
2015,1.025267,230
2016,1.097548,230
2017,1.018646,230
2018,0.9518526,230
2019,1.031682,230
2020,0.8986675,230
2021,0.9177141,230
2022,0.8861785,230
2023,0.92569,230
2024,0.9135845,230
1995,1.205964,232
1996,1.319413,232
1997,1.336555,232
1998,1.10914,232
1999,1.066443,232
2000,1.006041,232
2001,1.014141,232
2002,0.8897656,232
2003,0.8578865,232
2004,0.8674776,232
2005,0.8207154,232
2006,0.9054111,232
2007,0.9196914,232
2008,0.8651333,232
2009,0.8693352,232
2010,0.8504375,232
2011,0.8404876,232
2012,0.9095386,232
2013,0.8438328,232
2014,0.8976056,232
2015,0.8568899,232
2016,0.8742417,232
2017,0.8083333,232
2018,0.7864369,232
2019,0.7588178,232
2020,0.6932513,232
2021,0.6675189,232
2022,0.7663536,232
2023,0.6605047,232
2024,0.7025983,232
1995,1.276356,235
1996,1.435187,235
1997,1.318728,235
1998,1.111432,235
1999,1.067074,235
2000,0.981442,235
2001,1.013979,235
2002,1.076494,235
2003,1.047871,235
2004,0.9317054,235
2005,0.8776732,235
2006,0.9369053,235
2007,0.9051849,235
2008,0.8732608,235
2009,0.8684257,235
2010,0.8409334,235
2011,0.868288,235
2012,0.8786858,235
2013,0.8821857,235
2014,0.8886305,235
2015,0.8715071,235
2016,0.8824194,235
2017,0.9680092,235
2018,0.880795,235
2019,1.00866,235
2020,0.9276621,235
2021,0.9693017,235
2022,0.9231141,235
2023,0.9521284,235
2024,0.9338735,235
1995,1.520318,255
1996,1.541588,255
1997,1.473981,255
1998,1.225626,255
1999,1.249644,255
2000,1.208222,255
2001,1.16074,255
2002,1.123218,255
2003,1.140535,255
2004,0.9838793,255
2005,0.9448171,255
2006,0.940183,255
2007,0.8653906,255
2008,0.8334726,255
2009,1.065303,255
2010,1.003863,255
2011,0.9255111,255
2012,0.9235059,255
2013,1.037111,255
2014,1.142716,255
2015,1.1972,255
2016,1.169269,255
2017,1.154541,255
2018,1.1425,255
2019,1.145117,255
2020,1.276647,255
2021,1.15485,255
2022,1.172681,255
2023,1.102925,255
2024,1.157171,255
1995,1.496607,290
1996,1.35961,290
1997,1.316388,290
1998,1.163827,290
1999,1.095122,290
2000,1.132873,290
2001,1.105772,290
2002,1.047239,290
2003,1.150506,290
2004,1.046884,290
2005,0.9868108,290
2006,0.9520355,290
2007,0.9730183,290
2008,0.9966481,290
2009,1.065925,290
2010,1.061704,290
2011,0.9714365,290
2012,0.974529,290
2013,0.9657626,290
2014,0.9733523,290
2015,1.067706,290
2016,1.046357,290
2017,1.063752,290
2018,1.159286,290
2019,1.151801,290
2020,1.191554,290
2021,1.156141,290
2022,1.048037,290
2023,1.086512,290
2024,1.040079,290
1995,1.185541,305
1996,1.119276,305
1997,1.185343,305
1998,1.081059,305
1999,0.9886103,305
2000,0.9964535,305
2001,0.9756672,305
2002,0.8820038,305
2003,0.878641,305
2004,0.9031003,305
2005,0.9298523,305
2006,0.7980741,305
2007,0.6999313,305
2008,0.6768086,305
2009,0.8038805,305
2010,0.7134448,305
2011,0.7651165,305
2012,0.7079469,305
2013,0.719213,305
2014,0.7329488,305
2015,0.6804191,305
2016,0.6472323,305
2017,0.6991961,305
2018,0.7338451,305
2019,0.8115241,305
2020,0.8364688,305
2021,0.7621501,305
2022,0.9345581,305
2023,0.8040421,305
2024,0.9037006,305
1995,1.521116,310
1996,1.493246,310
1997,1.267502,310
1998,1.258778,310
1999,1.28614,310
2000,1.196988,310
2001,1.165997,310
2002,1.110529,310
2003,1.055274,310
2004,0.9685084,310
2005,0.9737741,310
2006,0.9588432,310
2007,0.9732707,310
2008,0.9380541,310
2009,0.9922773,310
2010,0.950235,310
2011,0.9759419,310
2012,0.9934772,310
2013,0.9715648,310
2014,1.091009,310
2015,1.08575,310
2016,1.129338,310
2017,1.080393,310
2018,1.293404,310
2019,1.198219,310
2020,1.356805,310
2021,1.180362,310
2022,1.220992,310
2023,1.276505,310
2024,1.23046,310
1995,1.390505,316
1996,1.395628,316
1997,1.345518,316
1998,1.14914,316
1999,1.068379,316
2000,1.140849,316
2001,1.106394,316
2002,1.025191,316
2003,1.109228,316
2004,0.9662577,316
2005,0.9643098,316
2006,0.9395774,316
2007,0.9951676,316
2008,0.9947735,316
2009,1.071522,316
2010,1.093471,316
2011,0.9789549,316
2012,1.118598,316
2013,1.059343,316
2014,1.160333,316
2015,1.157279,316
2016,1.190088,316
2017,1.188443,316
2018,1.221112,316
2019,1.20424,316
2020,1.341817,316
2021,1.284965,316
2022,1.213103,316
2023,1.279809,316
2024,1.389544,316
1995,1.417739,317
1996,1.350826,317
1997,1.295148,317
1998,1.144957,317
1999,1.070733,317
2000,1.073265,317
2001,0.9603587,317
2002,0.9620364,317
2003,0.9837137,317
2004,0.9273378,317
2005,0.9302642,317
2006,0.9426497,317
2007,0.9453495,317
2008,0.9150763,317
2009,0.9871103,317
2010,1.024495,317
2011,0.979774,317
2012,0.9767168,317
2013,0.9551294,317
2014,0.9542091,317
2015,1.017924,317
2016,1.070843,317
2017,1.016235,317
2018,1.057537,317
2019,1.082074,317
2020,1.186244,317
2021,1.171751,317
2022,1.120787,317
2023,1.098418,317
2024,0.9715084,317
1995,1.502911,325
1996,1.437653,325
1997,1.373455,325
1998,1.173088,325
1999,1.064281,325
2000,1.070657,325
2001,1.069421,325
2002,1.129787,325
2003,1.123287,325
2004,0.9318891,325
2005,0.9524368,325
2006,0.9338503,325
2007,0.8753887,325
2008,0.836587,325
2009,1.00123,325
2010,0.8977225,325
2011,0.9218606,325
2012,0.8551485,325
2013,0.9286696,325
2014,0.9017127,325
2015,0.9135343,325
2016,0.9301147,325
2017,0.9741036,325
2018,1.048148,325
2019,1.036562,325
2020,0.9109239,325
2021,1.066891,325
2022,1.045034,325
2023,1.072195,325
2024,1.135745,325
1995,0.4878129,331
1996,0.8058687,331
1997,0.9663241,331
1998,0.7363316,331
1999,0.7349426,331
2000,0.8643822,331
2001,0.9479623,331
2002,0.8601962,331
2003,0.8476605,331
2004,0.8165647,331
2005,0.8109795,331
2006,0.8869142,331
2007,0.8199244,331
2008,0.7627262,331
2009,0.8507351,331
2010,0.7929704,331
2011,0.871929,331
2012,0.8648039,331
2013,0.7609454,331
2014,0.7678275,331
2015,0.6393548,331
2016,0.6017876,331
2017,0.6995908,331
2018,0.7058982,331
2019,0.7617851,331
2020,0.7028665,331
2021,0.6762962,331
2022,0.7913526,331
2023,0.6597963,331
2024,0.69686,331
1995,0.8587973,338
1996,0.393286,338
1997,0.3915501,338
1998,0.4439412,338
1999,0.6659341,338
2000,0.6127444,338
2001,0.6864686,338
2002,0.5549273,338
2003,0.6702445,338
2004,0.6874192,338
2005,0.6326948,338
2006,0.6743012,338
2007,0.6802104,338
2008,0.5824772,338
2009,0.6656019,338
2010,0.6065716,338
2011,0.6405299,338
2012,0.6014888,338
2013,0.604871,338
2014,0.6612351,338
2015,0.5594039,338
2016,0.6240691,338
2017,0.6945409,338
2018,0.6466238,338
2019,0.7350588,338
2020,0.6626161,338
2021,0.6954742,338
2022,0.7014383,338
2023,0.6652611,338
2024,0.7050885,338
1995,1.007149,339
1996,1.219096,339
1997,1.084494,339
1998,1.127516,339
1999,1.013387,339
2000,1.323795,339
2001,1.353556,339
2002,1.074835,339
2003,1.17335,339
2004,1.168129,339
2005,1.445873,339
2006,1.053795,339
2007,0.968889,339
2008,0.9041345,339
2009,0.8069766,339
2010,0.8932037,339
2011,0.9720454,339
2012,0.9316585,339
2013,0.9217066,339
2014,0.8907626,339
2015,0.9018907,339
2016,0.9701709,339
2017,1.023029,339
2018,1.025079,339
2019,1.076954,339
2020,1.08748,339
2021,1.088777,339
2022,1.043322,339
2023,1.015335,339
2024,0.9509329,339
1995,0.9009673,341
1996,0.9009673,341
1997,0.9009673,341
1998,0.9009673,341
1999,0.9009673,341
2000,0.9009673,341
2001,0.9009673,341
2002,0.9009673,341
2003,0.9009673,341
2004,0.9009673,341
2005,0.9009673,341
2006,0.9009673,341
2007,0.8840043,341
2008,0.807104,341
2009,0.888657,341
2010,0.8265313,341
2011,0.964618,341
2012,0.7925634,341
2013,0.7869977,341
2014,0.7590032,341
2015,0.7112376,341
2016,1.059201,341
2017,1.032343,341
2018,0.9625535,341
2019,1.009734,341
2020,1.033255,341
2021,1.055225,341
2022,0.9121911,341
2023,0.9481474,341
2024,0.9262601,341
1995,1.004908,343
1996,1.11777,343
1997,1.065775,343
1998,0.9205741,343
1999,0.8640039,343
2000,0.9687832,343
2001,0.9713811,343
2002,0.9267824,343
2003,0.935114,343
2004,0.899674,343
2005,0.9151002,343
2006,0.9070978,343
2007,0.916154,343
2008,0.9055675,343
2009,0.9956588,343
2010,0.8701198,343
2011,0.8563231,343
2012,0.8631899,343
2013,0.8039613,343
2014,0.8260928,343
2015,0.7821558,343
2016,0.7633083,343
2017,0.8352782,343
2018,0.8636352,343
2019,0.9856731,343
2020,1.042122,343
2021,1.03146,343
2022,0.9619396,343
2023,0.8455527,343
2024,0.8217807,343
1995,1.0258,344
1996,1.041943,344
1997,1.096728,344
1998,0.9670496,344
1999,0.8400381,344
2000,0.93888,344
2001,0.8513884,344
2002,0.8925667,344
2003,0.9505035,344
2004,0.9001501,344
2005,0.9207871,344
2006,0.9121979,344
2007,0.9167758,344
2008,0.8610728,344
2009,0.8644144,344
2010,0.929151,344
2011,0.8939029,344
2012,0.9556258,344
2013,0.9253473,344
2014,0.9280816,344
2015,0.9860764,344
2016,1.038901,344
2017,1.031223,344
2018,1.019802,344
2019,1.014462,344
2020,1.164781,344
2021,1.148336,344
2022,1.132166,344
2023,1.145885,344
2024,1.180145,344
1995,0.7868618,345
1996,0.7868618,345
1997,0.7868618,345
1998,0.7868618,345
1999,0.7868618,345
2000,0.7868618,345
2001,0.8405406,345
2002,0.9220555,345
2003,0.8905335,345
2004,0.910708,345
2005,0.8936071,345
2006,0.9084872,345
2007,0.79752,345
2008,0.5399757,345
2009,0.4564581,345
2010,0.470117,345
2011,0.461012,345
2012,0.4626218,345
2013,0.5538816,345
2014,0.607855,345
2015,0.4675801,345
2016,0.4855709,345
2017,0.5024052,345
2018,0.3145371,345
2019,0.3842711,345
2020,0.3747316,345
2021,0.349557,345
2022,0.3606843,345
2023,0.3887623,345
2024,0.2564601,345
1995,0.6784575,346
1996,0.5533019,346
1997,0.5533019,346
1998,0.5533019,346
1999,0.7419264,346
2000,0.6396658,346
2001,1.108558,346
2002,0.9948311,346
2003,0.8426165,346
2004,0.8956362,346
2005,0.9385597,346
2006,0.911581,346
2007,0.7337069,346
2008,0.8492249,346
2009,0.6746484,346
2010,0.6419271,346
2011,0.8068517,346
2012,0.7913049,346
2013,0.7976922,346
2014,0.7978358,346
2015,0.7570941,346
2016,0.7427498,346
2017,0.7557508,346
2018,0.6435055,346
2019,0.7117756,346
2020,0.5898018,346
2021,0.6306438,346
2022,0.7081766,346
2023,0.76923,346
2024,0.6546692,346
1995,1.260333,349
1996,1.360343,349
1997,1.217469,349
1998,1.116922,349
1999,1.069894,349
2000,1.07532,349
2001,1.116621,349
2002,1.051349,349
2003,0.9562137,349
2004,0.9600048,349
2005,0.9821383,349
2006,0.9525922,349
2007,0.9711277,349
2008,0.9110384,349
2009,0.8675692,349
2010,0.8127721,349
2011,0.8627764,349
2012,0.865446,349
2013,0.8625666,349
2014,0.8457255,349
2015,0.9516162,349
2016,1.025689,349
2017,1.012799,349
2018,0.9897173,349
2019,0.9778014,349
2020,1.126222,349
2021,1.13114,349
2022,0.8999151,349
2023,0.9367268,349
2024,0.9230406,349
1995,1.065035,350
1996,1.12113,350
1997,1.264182,350
1998,1.112586,350
1999,1.067401,350
2000,1.052688,350
2001,1.07132,350
2002,0.9663795,350
2003,0.9545281,350
2004,0.9340047,350
2005,0.9336361,350
2006,0.9486205,350
2007,0.9674979,350
2008,0.8885585,350
2009,0.8997811,350
2010,0.8774679,350
2011,0.8635814,350
2012,0.8568581,350
2013,0.8759141,350
2014,0.8170506,350
2015,0.7907136,350
2016,0.709038,350
2017,0.8528814,350
2018,0.8497218,350
2019,0.9824374,350
2020,0.8831057,350
2021,0.9013056,350
2022,0.8880122,350
2023,0.9055869,350
2024,0.8153467,350
1995,0.1183686,352
1996,0.6676559,352
1997,0.6900188,352
1998,0.486045,352
1999,0.6237486,352
2000,0.5425032,352
2001,0.6394867,352
2002,0.5578947,352
2003,0.6484807,352
2004,0.7422224,352
2005,0.7029887,352
2006,0.7274092,352
2007,0.7060351,352
2008,0.5672794,352
2009,0.6326872,352
2010,0.5830203,352
2011,0.6071753,352
2012,0.5885394,352
2013,0.6453453,352
2014,0.7026964,352
2015,0.6166964,352
2016,0.586556,352
2017,0.6532739,352
2018,0.6089987,352
2019,0.7109615,352
2020,0.6334286,352
2021,0.6676865,352
2022,0.6948774,352
2023,0.6506862,352
2024,0.6125507,352
1995,1.251663,355
1996,1.332274,355
1997,1.523286,355
1998,1.209237,355
1999,1.107591,355
2000,1.004587,355
2001,1.092785,355
2002,1.122421,355
2003,1.119562,355
2004,0.9673152,355
2005,0.9336532,355
2006,0.9486584,355
2007,0.9522547,355
2008,0.9100727,355
2009,0.9669465,355
2010,1.057112,355
2011,0.9752465,355
2012,0.9013485,355
2013,0.9097133,355
2014,0.9356867,355
2015,0.9383491,355
2016,0.9774753,355
2017,0.9928206,355
2018,0.9765204,355
2019,1.086814,355
2020,1.168656,355
2021,1.087121,355
2022,1.047217,355
2023,0.9968692,355
2024,1.061079,355
1995,1.208822,359
1996,1.053545,359
1997,1.162307,359
1998,0.9479253,359
1999,0.9336825,359
2000,0.8629563,359
2001,0.879623,359
2002,0.8567773,359
2003,0.6896445,359
2004,0.6998013,359
2005,0.7557682,359
2006,0.9103363,359
2007,0.862806,359
2008,0.7982225,359
2009,0.8382036,359
2010,0.8468739,359
2011,0.8936194,359
2012,0.906258,359
2013,0.8867911,359
2014,0.868812,359
2015,0.8576598,359
2016,0.8143404,359
2017,0.7509043,359
2018,0.7170089,359
2019,0.7088777,359
2020,0.6513381,359
2021,0.6962755,359
2022,0.7857624,359
2023,0.6918885,359
2024,0.8256415,359
1995,1.34619,360
1996,1.39066,360
1997,1.353014,360
1998,1.207937,360
1999,1.121903,360
2000,1.086473,360
2001,1.103897,360
2002,1.093541,360
2003,0.9693874,360
2004,0.9598721,360
2005,0.9277936,360
2006,0.9199222,360
2007,0.9369407,360
2008,0.9196744,360
2009,0.946688,360
2010,0.9992945,360
2011,0.9358295,360
2012,0.9603356,360
2013,0.8857298,360
2014,0.9053539,360
2015,0.9335895,360
2016,1.084718,360
2017,1.064113,360
2018,1.048742,360
2019,1.120892,360
2020,1.145097,360
2021,1.074323,360
2022,1.037335,360
2023,1.097958,360
2024,1.153504,360
1995,1.294323,365
1996,0.6875496,365
1997,0.6127268,365
1998,0.6038833,365
1999,0.3931267,365
2000,0.1990947,365
2001,0.2021842,365
2002,0.1828381,365
2003,0.2610895,365
2004,0.1307764,365
2005,0.07498874,365
2006,-0.05162052,365
2007,0.03217585,365
2008,-0.02674367,365
2009,-0.02911749,365
2010,-0.01871861,365
2011,-0.05946226,365
2012,-0.01390489,365
2013,-0.05374774,365
2014,0.009636959,365
2015,0.1669665,365
2016,0.190257,365
2017,0.09980835,365
2018,-0.03602145,365
2019,0.01709972,365
2020,0.02110998,365
2021,-0.02421072,365
2022,-0.7643459,365
2023,-0.270707,365
2024,-0.850436,365
1995,1.295235,366
1996,1.292532,366
1997,1.226835,366
1998,1.153579,366
1999,1.169852,366
2000,1.090777,366
2001,1.114036,366
2002,1.015298,366
2003,1.050164,366
2004,0.9234201,366
2005,0.9508926,366
2006,0.914109,366
2007,0.9160265,366
2008,0.9291088,366
2009,0.9612342,366
2010,1.068056,366
2011,0.9770816,366
2012,0.97916,366
2013,0.9735427,366
2014,0.9807005,366
2015,1.068349,366
2016,1.099053,366
2017,1.037991,366
2018,1.087076,366
2019,1.179347,366
2020,1.225132,366
2021,1.160757,366
2022,1.094369,366
2023,1.093747,366
2024,1.04045,366
1995,1.445006,367
1996,1.209748,367
1997,1.364366,367
1998,1.1433,367
1999,1.080675,367
2000,1.165079,367
2001,1.145228,367
2002,1.073141,367
2003,1.092098,367
2004,1.096622,367
2005,1.084846,367
2006,0.9582761,367
2007,0.960137,367
2008,0.9396213,367
2009,0.8963101,367
2010,1.085967,367
2011,0.9861806,367
2012,0.9947344,367
2013,0.9865503,367
2014,0.9826579,367
2015,1.07275,367
2016,1.099595,367
2017,1.043176,367
2018,1.137519,367
2019,1.125549,367
2020,1.179747,367
2021,1.157434,367
2022,1.04201,367
2023,1.064311,367
2024,1.119092,367
1995,1.381619,368
1996,1.410907,368
1997,1.327372,368
1998,1.151899,368
1999,1.111489,368
2000,1.142937,368
2001,1.084732,368
2002,1.057435,368
2003,1.078342,368
2004,0.9352813,368
2005,0.9585375,368
2006,0.9468522,368
2007,0.9473466,368
2008,1.008947,368
2009,0.9637666,368
2010,1.084871,368
2011,0.9775207,368
2012,0.9900768,368
2013,0.9566558,368
2014,0.9901579,368
2015,1.088247,368
2016,1.106474,368
2017,1.081001,368
2018,1.154989,368
2019,1.162712,368
2020,1.225526,368
2021,1.181394,368
2022,1.119358,368
2023,1.164061,368
2024,1.182401,368
1995,0.5525417,369
1996,0.6266841,369
1997,0.5601849,369
1998,0.4090895,369
1999,0.4131401,369
2000,0.4121844,369
2001,0.4356861,369
2002,0.3920119,369
2003,0.3833132,369
2004,0.4151849,369
2005,0.5857123,369
2006,0.8527429,369
2007,0.9291816,369
2008,0.8187171,369
2009,0.89612,369
2010,0.8098883,369
2011,0.7110726,369
2012,0.7237696,369
2013,0.7416703,369
2014,1.028433,369
2015,0.9415431,369
2016,1.043735,369
2017,1.142932,369
2018,1.049068,369
2019,1.154253,369
2020,1.035545,369
2021,1.165316,369
2022,1.085382,369
2023,1.183105,369
2024,1.201586,369
1995,0.5872923,370
1996,0.5328016,370
1997,0.4005654,370
1998,0.1430542,370
1999,-0.02103143,370
2000,-0.5566819,370
2001,-0.09208539,370
2002,-0.1181465,370
2003,-0.08239048,370
2004,-0.2114197,370
2005,-0.201874,370
2006,-0.2478763,370
2007,-0.3798674,370
2008,-0.4454936,370
2009,-0.4316977,370
2010,-0.3585299,370
2011,-0.3721869,370
2012,-0.3856536,370
2013,-0.3689523,370
2014,-0.3476919,370
2015,-0.2335901,370
2016,-0.3332928,370
2017,-0.3257432,370
2018,-0.443166,370
2019,-0.297047,370
2020,-0.3270029,370
2021,-0.4760058,370
2022,-1.043741,370
2023,-0.6259957,370
2024,-0.9138551,370
1995,0.8047358,371
1996,0.6617497,371
1997,0.7246766,371
1998,0.4669218,371
1999,0.3648399,371
2000,0.2473534,371
2001,0.2273932,371
2002,0.2242197,371
2003,0.2661852,371
2004,0.2347968,371
2005,0.1417153,371
2006,0.1350484,371
2007,0.1338822,371
2008,0.1438427,371
2009,0.0929016,371
2010,0.1138731,371
2011,0.1050219,371
2012,0.03751155,371
2013,0.03318242,371
2014,0.04857838,371
2015,0.1475938,371
2016,0.1617226,371
2017,0.1321727,371
2018,0.06952805,371
2019,0.10044,371
2020,0.1995827,371
2021,0.151939,371
2022,-0.04885385,371
2023,0.08847936,371
2024,-0.03983781,371
1995,1.163883,372
1996,0.8207244,372
1997,0.7907584,372
1998,0.5964291,372
1999,0.8274126,372
2000,0.8556068,372
2001,0.8668932,372
2002,0.7966726,372
2003,0.8053679,372
2004,0.9154248,372
2005,0.9837699,372
2006,0.8017135,372
2007,0.7463951,372
2008,0.7955578,372
2009,0.8936285,372
2010,0.8297504,372
2011,0.7886988,372
2012,0.7978637,372
2013,0.7558104,372
2014,0.8108371,372
2015,0.803353,372
2016,0.8685716,372
2017,0.8817454,372
2018,0.8705399,372
2019,0.8869874,372
2020,0.9554017,372
2021,0.7942211,372
2022,0.8515129,372
2023,0.7741151,372
2024,0.8225897,372
1995,0.3897473,373
1996,0.2936078,373
1997,0.2895069,373
1998,0.08821932,373
1999,0.2102456,373
2000,0.03844705,373
2001,-0.00818909,373
2002,-0.06377739,373
2003,-0.0873292,373
2004,-0.06786488,373
2005,-0.1874812,373
2006,-0.07421446,373
2007,-0.05252196,373
2008,-0.1955015,373
2009,-0.2083445,373
2010,-0.2717253,373
2011,-0.4502486,373
2012,-0.4022548,373
2013,-0.4672456,373
2014,-0.4088928,373
2015,-0.6645078,373
2016,-0.6403525,373
2017,-0.7094378,373
2018,-0.6168062,373
2019,-0.6092549,373
2020,-0.6899845,373
2021,-0.5295586,373
2022,-0.5717061,373
2023,-0.4627063,373
2024,-0.4680969,373
1995,1.429245,375
1996,1.528187,375
1997,1.389387,375
1998,1.159382,375
1999,1.076737,375
2000,1.107684,375
2001,1.082274,375
2002,1.013736,375
2003,1.021521,375
2004,0.9311707,375
2005,0.9595663,375
2006,0.9154148,375
2007,0.8851883,375
2008,0.7923949,375
2009,0.8704679,375
2010,0.7979944,375
2011,0.8859245,375
2012,0.8736612,375
2013,0.9196512,375
2014,0.96006,375
2015,0.8777866,375
2016,0.8606536,375
2017,0.8716782,375
2018,0.8893548,375
2019,0.8739388,375
2020,0.9509559,375
2021,0.9130484,375
2022,0.9547139,375
2023,0.983733,375
2024,1.04436,375
1995,1.189612,380
1996,1.119717,380
1997,1.202722,380
1998,1.019616,380
1999,0.9962309,380
2000,0.986649,380
2001,0.9588922,380
2002,0.8607731,380
2003,0.9569106,380
2004,0.9122403,380
2005,0.867953,380
2006,0.7839731,380
2007,0.8037937,380
2008,0.7288834,380
2009,0.8553454,380
2010,0.8902587,380
2011,0.8534675,380
2012,0.7843571,380
2013,0.8663589,380
2014,0.7727506,380
2015,0.6600486,380
2016,0.693645,380
2017,0.7998558,380
2018,0.8285677,380
2019,0.8430948,380
2020,0.8442778,380
2021,0.8398052,380
2022,0.9889178,380
2023,1.010041,380
2024,1.077944,380
1995,1.331811,385
1996,1.37719,385
1997,1.40317,385
1998,1.127084,385
1999,1.082035,385
2000,1.106349,385
2001,1.174538,385
2002,1.062873,385
2003,1.09265,385
2004,0.9382068,385
2005,0.9602653,385
2006,0.8715317,385
2007,0.8174958,385
2008,0.7649517,385
2009,0.8544152,385
2010,0.7917735,385
2011,0.8140795,385
2012,0.863976,385
2013,0.8731827,385
2014,0.9044268,385
2015,0.8917502,385
2016,0.8724394,385
2017,0.9157356,385
2018,0.8999721,385
2019,0.896832,385
2020,0.8445268,385
2021,1.031945,385
2022,0.8905099,385
2023,0.7945941,385
2024,0.6652812,385
1995,1.365008,390
1996,1.430476,390
1997,1.379573,390
1998,1.115927,390
1999,1.196613,390
2000,1.140214,390
2001,1.202503,390
2002,1.087243,390
2003,1.017454,390
2004,0.99046,390
2005,1.005322,390
2006,0.9447466,390
2007,0.9532911,390
2008,1.056474,390
2009,1.040436,390
2010,1.044001,390
2011,0.978871,390
2012,0.9388051,390
2013,0.9583791,390
2014,1.008487,390
2015,1.024037,390
2016,1.092411,390
2017,1.090522,390
2018,1.089729,390
2019,1.095241,390
2020,1.194237,390
2021,1.148214,390
2022,1.048534,390
2023,1.057955,390
2024,1.0087,390
1995,1.307914,395
1996,1.384328,395
1997,1.385853,395
1998,1.112168,395
1999,1.193565,395
2000,1.140835,395
2001,1.131361,395
2002,1.070168,395
2003,1.084075,395
2004,0.9843801,395
2005,0.9824325,395
2006,0.9417517,395
2007,0.9091476,395
2008,0.7651558,395
2009,0.8953481,395
2010,0.8112432,395
2011,0.8142614,395
2012,0.7916076,395
2013,0.8411198,395
2014,0.8396853,395
2015,0.8295412,395
2016,0.8134688,395
2017,0.8923727,395
2018,0.8615677,395
2019,0.9301601,395
2020,0.8886718,395
2021,0.9730283,395
2022,0.8854104,395
2023,0.8791399,395
2024,0.7470151,395
1995,-0.6449556,402
1996,-0.542424,402
1997,-0.5066774,402
1998,-0.677096,402
1999,-0.6931807,402
2000,-0.4357179,402
2001,-0.6603115,402
2002,-0.5927287,402
2003,-0.6012464,402
2004,-0.5606314,402
2005,-0.4561356,402
2006,-0.2326115,402
2007,-0.5213265,402
2008,-0.2726663,402
2009,-0.4332627,402
2010,-0.329131,402
2011,-0.3374641,402
2012,-0.3547732,402
2013,-0.5162729,402
2014,-0.3484925,402
2015,-0.4615154,402
2016,-0.4187661,402
2017,-0.5338301,402
2018,-0.3697243,402
2019,-0.2846676,402
2020,-0.2935965,402
2021,-0.4757909,402
2022,-0.2585501,402
2023,-0.1128043,402
2024,-0.03833185,402
1995,-0.160289,403
1996,-0.160289,403
1997,-0.160289,403
1998,-0.160289,403
1999,-0.160289,403
2000,-0.160289,403
2001,-0.160289,403
2002,-0.6371868,403
2003,-0.6354788,403
2004,-0.5099795,403
2005,-0.6436328,403
2006,-0.5678902,403
2007,-0.5401621,403
2008,-0.5304492,403
2009,-0.5209204,403
2010,-0.2121898,403
2011,-0.3455476,403
2012,-0.4590443,403
2013,-0.5682683,403
2014,-0.3754322,403
2015,-0.3694973,403
2016,-0.5562778,403
2017,-0.453889,403
2018,-0.2718964,403
2019,-0.5033774,403
2020,-0.4913459,403
2021,-0.4301338,403
2022,-0.3373688,403
2023,-0.1418821,403
2024,-0.07301396,403
1995,-0.3048957,404
1996,-0.6226985,404
1997,-0.7000803,404
1998,-0.7413915,404
