year,IdealPointFP,ccode
2011,-0.2875215,571
2012,-0.3695204,571
2013,-0.3026586,571
2014,-0.4394736,571
2015,-0.4360752,571
2016,-0.3731961,571
2017,-0.4121622,571
2018,-0.2723534,571
2019,-0.3517117,571
2020,-0.3127186,571
2021,-0.3331244,571
2022,-0.4561569,571
2023,-0.3906024,571
2024,-0.2985579,571
1995,0.07098784,572
1996,-0.0498997,572
1997,0.07472387,572
1998,0.04928278,572
1999,-0.1351643,572
2000,-0.6094342,572
2001,-0.7667119,572
2002,-0.5714239,572
2003,-0.5052527,572
2004,-0.4881936,572
2005,-0.614455,572
2006,-0.3272712,572
2007,-0.6886852,572
2008,-0.6342521,572
2009,-0.5806994,572
2010,-0.6940517,572
2011,-0.8256335,572
2012,-0.7104596,572
2013,-0.7612352,572
2014,-0.6444473,572
2015,-0.6515018,572
2016,-0.6372479,572
2017,-0.741195,572
2018,-0.1034725,572
2019,-0.2072533,572
2020,-0.4002147,572
2021,-0.5488473,572
2022,-0.4593517,572
2023,-0.3720871,572
2024,-0.5218898,572
1995,-0.6304727,580
1996,-0.486083,580
1997,-0.3750254,580
1998,-0.620791,580
1999,-0.4222686,580
2000,-0.69061,580
2001,-0.4344323,580
2002,-0.1817289,580
2003,-0.4822149,580
2004,-0.5433949,580
2005,-0.395764,580
2006,-0.3057112,580
2007,-0.2432836,580
2008,-0.3694386,580
2009,-0.363243,580
2010,-0.4225211,580
2011,-0.4127192,580
2012,-0.4596399,580
2013,-0.4587455,580
2014,0.05640326,580
2015,-0.460088,580
2016,-0.5492876,580
2017,-0.5507053,580
2018,-0.6988347,580
2019,-0.571754,580
2020,-0.07049452,580
2021,-0.2851719,580
2022,-0.5224782,580
2023,-0.4777352,580
2024,-0.5435435,580
1995,-0.2232271,581
1996,-0.2232271,581
1997,-0.9140565,581
1998,-0.2763772,581
1999,-0.7372986,581
2000,-0.778101,581
2001,-0.9052413,581
2002,-0.914554,581
2003,-1.008447,581
2004,-0.9465459,581
2005,-0.9907292,581
2006,-0.7099414,581
2007,-0.9094364,581
2008,-0.7844915,581
2009,-0.4101022,581
2010,-0.7951844,581
2011,-0.7020846,581
2012,-0.6246661,581
2013,-0.4268552,581
2014,-0.812937,581
2015,-0.8071203,581
2016,-0.6644117,581
2017,-0.5935685,581
2018,-0.7966819,581
2019,-0.6026621,581
2020,-0.3531496,581
2021,-1.129961,581
2022,-0.3380487,581
2023,-0.5798132,581
2024,-0.4634777,581
1995,-0.3179791,590
1996,-0.1851745,590
1997,-0.1434343,590
1998,-0.2635632,590
1999,-0.3075025,590
2000,-0.3370765,590
2001,-0.249073,590
2002,-0.3083045,590
2003,-0.301831,590
2004,-0.4285794,590
2005,-0.480813,590
2006,-0.357731,590
2007,-0.3649221,590
2008,-0.3685746,590
2009,-0.3612631,590
2010,-0.4352974,590
2011,-0.3749907,590
2012,-0.500017,590
2013,-0.4805463,590
2014,-0.4571225,590
2015,-0.2784049,590
2016,-0.4195983,590
2017,-0.6307793,590
2018,-0.4952827,590
2019,-0.4823681,590
2020,-0.52799,590
2021,-0.4911847,590
2022,-0.3908485,590
2023,-0.3424369,590
2024,-0.3138617,590
1995,-0.6981529,591
1996,-0.4903888,591
1997,-0.4903888,591
1998,-0.4207095,591
1999,-0.6171174,591
2000,-0.6171174,591
2001,-0.4533546,591
2002,-0.4440805,591
2003,-0.6515459,591
2004,-0.628762,591
2005,-0.6172365,591
2006,-0.8716441,591
2007,-0.8701639,591
2008,-0.8484648,591
2009,-0.7802383,591
2010,-0.6904299,591
2011,-0.3562697,591
2012,-0.136204,591
2013,-0.3896056,591
2014,-0.3564078,591
2015,-0.584471,591
2016,-0.6203291,591
2017,-0.3755699,591
2018,-0.4434223,591
2019,-0.3995281,591
2020,-0.3700588,591
2021,-0.4796965,591
2022,-0.01080623,591
2023,-0.2392918,591
2024,-0.1865599,591
1995,-0.1712663,600
1996,-0.6711866,600
1997,-0.669501,600
1998,-0.7433172,600
1999,-0.7403779,600
2000,-0.4766982,600
2001,-0.8610457,600
2002,-1.036503,600
2003,-1.056734,600
2004,-0.9389224,600
2005,-0.9165517,600
2006,-0.7177559,600
2007,-0.5763378,600
2008,-0.591657,600
2009,-0.651615,600
2010,-0.4928595,600
2011,-0.6019688,600
2012,-0.5629636,600
2013,-0.6612927,600
2014,-0.6300591,600
2015,-0.5024163,600
2016,-0.6180864,600
2017,-0.3595598,600
2018,-0.4792111,600
2019,-0.555697,600
2020,-0.6549108,600
2021,-0.3913088,600
2022,-0.5439243,600
2023,-0.3902552,600
2024,-0.4507363,600
1995,-0.8931186,615
1996,-0.9334053,615
1997,-0.8229234,615
1998,-0.6891415,615
1999,-0.8241956,615
2000,-1.125457,615
2001,-1.136298,615
2002,-1.093866,615
2003,-1.035253,615
2004,-0.97273,615
2005,-0.8029068,615
2006,-1.207856,615
2007,-1.186769,615
2008,-1.097547,615
2009,-1.273435,615
2010,-1.17933,615
2011,-1.247325,615
2012,-0.9066148,615
2013,-0.941113,615
2014,-0.8966733,615
2015,-1.194485,615
2016,-1.279879,615
2017,-0.9425199,615
2018,-0.8752665,615
2019,-0.8281912,615
2020,-1.014351,615
2021,-1.026441,615
2022,-1.15322,615
2023,-0.9220066,615
2024,-0.8277778,615
1995,-0.7312505,616
1996,-0.7446939,616
1997,-0.6791698,616
1998,-0.8176652,616
1999,-0.7560579,616
2000,-0.9860204,616
2001,-1.123418,616
2002,-1.075752,616
2003,-1.2168,616
2004,-0.997944,616
2005,-0.7367286,616
2006,-0.9910044,616
2007,-0.5024011,616
2008,-0.8126517,616
2009,-0.9897898,616
2010,-0.8809807,616
2011,-0.5276155,616
2012,-0.5948371,616
2013,-0.6623275,616
2014,-0.5350535,616
2015,-0.5902282,616
2016,-0.6472114,616
2017,-0.7215944,616
2018,-0.6602018,616
2019,-0.685353,616
2020,-0.761144,616
2021,-0.560284,616
2022,-0.6210231,616
2023,-0.5190111,616
2024,-0.5446743,616
1995,-2.063271,620
1996,-1.944629,620
1997,-1.959613,620
1998,-1.515133,620
1999,-1.347302,620
2000,-1.648108,620
2001,-1.572335,620
2002,-1.490681,620
2003,-1.424594,620
2004,-1.195757,620
2005,-1.146583,620
2006,-1.408787,620
2007,-1.412929,620
2008,-1.446013,620
2009,-1.330377,620
2010,-1.177793,620
2011,-0.6009762,620
2012,-0.5878193,620
2013,-0.6607593,620
2014,-0.5041011,620
2015,-0.7582919,620
2016,-0.8269094,620
2017,-0.7957034,620
2018,-0.5857168,620
2019,-0.4453623,620
2020,-0.5434078,620
2021,-0.7321534,620
2022,-0.6332261,620
2023,-0.7396242,620
2024,-0.691631,620
1995,-2.003659,625
1996,-1.60583,625
1997,-1.606143,625
1998,-1.303005,625
1999,-1.431441,625
2000,-1.371249,625
2001,-1.399959,625
2002,-1.472896,625
2003,-1.215683,625
2004,-1.008427,625
2005,-1.047133,625
2006,-1.291907,625
2007,-1.327554,625
2008,-1.440815,625
2009,-1.390751,625
2010,-1.246382,625
2011,-1.236491,625
2012,-0.9720493,625
2013,-1.241636,625
2014,-1.354343,625
2015,-1.653806,625
2016,-1.269859,625
2017,-1.215995,625
2018,-1.15508,625
2019,-1.086659,625
2020,-1.23013,625
2021,-0.9845103,625
2022,-0.8773859,625
2023,-0.9983955,625
2024,-1.046729,625
1995,-0.03944929,626
1996,-0.03944929,626
1997,-0.03944929,626
1998,-0.03944929,626
1999,-0.03944929,626
2000,-0.03944929,626
2001,-0.03944929,626
2002,-0.03944929,626
2003,-0.03944929,626
2004,-0.03944929,626
2005,-0.03944929,626
2006,-0.03944929,626
2007,-0.03944929,626
2008,-0.03944929,626
2009,-0.03944929,626
2010,-0.03944929,626
2011,-0.03944929,626
2012,0.2453487,626
2013,0.2762597,626
2014,0.3007296,626
2015,-0.002192711,626
2016,0.2488483,626
2017,0.5383801,626
2018,-0.03339958,626
2019,0.03532032,626
2020,-0.338401,626
2021,-0.2376042,626
2022,-0.1448808,626
2023,0.3734936,626
2024,0.240049,626
1995,-1.619638,630
1996,-1.801243,630
1997,-1.738585,630
1998,-1.436994,630
1999,-1.087164,630
2000,-1.177687,630
2001,-1.403221,630
2002,-1.175049,630
2003,-1.21953,630
2004,-1.225324,630
2005,-1.499659,630
2006,-1.308255,630
2007,-1.327055,630
2008,-1.752648,630
2009,-1.50132,630
2010,-2.047268,630
2011,-1.542231,630
2012,-1.863272,630
2013,-1.692248,630
2014,-1.681127,630
2015,-1.317597,630
2016,-1.953435,630
2017,-1.347532,630
2018,-1.782072,630
2019,-1.58928,630
2020,-1.5302,630
2021,-1.888897,630
2022,-1.567665,630
2023,-1.402609,630
2024,-1.210347,630
1995,0.8487538,640
1996,0.7822344,640
1997,0.6699747,640
1998,0.6001979,640
1999,0.601682,640
2000,0.6467229,640
2001,0.6216882,640
2002,0.6633576,640
2003,0.5261156,640
2004,0.5861972,640
2005,0.5772899,640
2006,0.5328956,640
2007,0.5071853,640
2008,0.4364981,640
2009,0.4630744,640
2010,0.4222862,640
2011,0.4726266,640
2012,0.4040547,640
2013,0.4531838,640
2014,0.4755018,640
2015,0.5658679,640
2016,0.630917,640
2017,0.6302404,640
2018,0.5388697,640
2019,0.5552122,640
2020,0.5484251,640
2021,0.6608287,640
2022,0.4869719,640
2023,0.5918469,640
2024,0.5240251,640
1995,-1.191411,645
1996,-1.191411,645
1997,-1.191411,645
1998,-1.191411,645
1999,-1.191411,645
2000,-1.191411,645
2001,-1.191411,645
2002,-1.191411,645
2003,-1.191411,645
2004,-1.191411,645
2005,-0.3468631,645
2006,-0.7094126,645
2007,-0.5769958,645
2008,-0.6501695,645
2009,-0.7672903,645
2010,-0.5570545,645
2011,-0.5977534,645
2012,-0.6562061,645
2013,-0.7347395,645
2014,-0.8523417,645
2015,-0.9117594,645
2016,-1.136262,645
2017,-0.7517407,645
2018,-0.803076,645
2019,-0.8527557,645
2020,-0.7850161,645
2021,-0.7017733,645
2022,-0.810205,645
2023,-0.7654132,645
2024,-0.6883762,645
1995,-0.7466882,651
1996,-0.8465837,651
1997,-0.7966387,651
1998,-0.8344512,651
1999,-0.9279205,651
2000,-1.151441,651
2001,-1.135053,651
2002,-1.17045,651
2003,-1.189973,651
2004,-1.13129,651
2005,-1.548363,651
2006,-1.400187,651
2007,-1.369472,651
2008,-1.439846,651
2009,-1.318555,651
2010,-1.304226,651
2011,-1.073303,651
2012,-1.080773,651
2013,-1.113085,651
2014,-1.369935,651
2015,-1.227037,651
2016,-1.186975,651
2017,-0.9915301,651
2018,-1.14676,651
2019,-1.007225,651
2020,-1.033611,651
2021,-1.068963,651
2022,-0.8002736,651
2023,-0.7781615,651
2024,-0.68803,651
1995,-1.569073,652
1996,-1.903581,652
1997,-1.644958,652
1998,-1.506419,652
1999,-1.425717,652
2000,-1.619383,652
2001,-1.149001,652
2002,-1.321575,652
2003,-1.021316,652
2004,-0.6967477,652
2005,-1.038116,652
2006,-1.310371,652
2007,-1.383307,652
2008,-1.576612,652
2009,-1.495577,652
2010,-1.816015,652
2011,-1.606181,652
2012,-1.871511,652
2013,-1.784927,652
2014,-1.640788,652
2015,-1.530488,652
2016,-2.002668,652
2017,-1.801025,652
2018,-1.774142,652
2019,-1.836913,652
2020,-1.529129,652
2021,-2.038363,652
2022,-1.879862,652
2023,-1.578401,652
2024,-1.660681,652
1995,-0.9189104,660
1996,-1.365462,660
1997,-0.9911954,660
1998,-1.284113,660
1999,-1.003204,660
2000,-0.9351356,660
2001,-1.118068,660
2002,-1.050032,660
2003,-1.191057,660
2004,-1.050632,660
2005,-0.7306455,660
2006,-0.7532907,660
2007,-0.6887952,660
2008,-0.7033149,660
2009,-0.7555338,660
2010,-0.8023048,660
2011,-0.9411627,660
2012,-1.051599,660
2013,-0.8728125,660
2014,-0.9853404,660
2015,-0.7853555,660
2016,-1.170258,660
2017,-1.041947,660
2018,-0.9838063,660
2019,-0.9700095,660
2020,-0.9459784,660
2021,-0.605891,660
2022,-0.7934142,660
2023,-0.7409824,660
2024,-0.7323823,660
1995,-0.7586361,663
1996,-0.5872562,663
1997,-0.5365168,663
1998,-0.8427314,663
1999,-0.7364055,663
2000,-1.104374,663
2001,-1.129218,663
2002,-1.143428,663
2003,-1.229897,663
2004,-0.5949721,663
2005,-0.8536133,663
2006,-0.5092816,663
2007,-0.6525277,663
2008,-0.6723398,663
2009,-0.7238163,663
2010,-0.5784473,663
2011,-0.6518448,663
2012,-0.5896775,663
2013,-0.5500884,663
2014,-0.5864084,663
2015,-0.6078272,663
2016,-0.8238851,663
2017,-0.7361505,663
2018,-0.6144704,663
2019,-0.7069685,663
2020,-0.5678596,663
2021,-0.5841226,663
2022,-0.5602723,663
2023,-0.6501634,663
2024,-0.6160089,663
1995,2.630925,666
1996,2.482828,666
1997,2.482468,666
1998,2.331618,666
1999,2.156267,666
2000,2.227383,666
2001,2.336214,666
2002,2.335204,666
2003,2.29453,666
2004,2.361197,666
2005,2.24121,666
2006,2.322653,666
2007,2.266112,666
2008,2.123844,666
2009,2.144256,666
2010,2.23153,666
2011,2.221664,666
2012,2.192187,666
2013,2.318036,666
2014,2.350005,666
2015,2.254779,666
2016,2.233809,666
2017,2.407126,666
2018,2.399608,666
2019,2.394956,666
2020,2.392537,666
2021,2.232462,666
2022,1.702948,666
2023,1.777334,666
2024,1.882582,666
1995,-0.7129522,670
1996,-0.7961306,670
1997,-0.6253529,670
1998,-0.7345906,670
1999,-0.5905102,670
2000,-1.027022,670
2001,-0.6202872,670
2002,-0.9065207,670
2003,-1.200383,670
2004,-1.139266,670
2005,-0.8976206,670
2006,-0.6165029,670
2007,-0.6986032,670
2008,-0.8836051,670
2009,-0.7364524,670
2010,-0.7301257,670
2011,-0.806091,670
2012,-0.917935,670
2013,-0.9069175,670
2014,-0.8494134,670
2015,-0.7790444,670
2016,-0.7159286,670
2017,-0.5755925,670
2018,-0.4998788,670
2019,-0.4307237,670
2020,-0.6483709,670
2021,-0.3345136,670
2022,-0.5614462,670
2023,-0.4789146,670
2024,-0.5319571,670
1995,-0.8124333,679
1996,-0.8352138,679
1997,-0.773444,679
1998,-0.801845,679
1999,-0.6993522,679
2000,-0.6942142,679
2001,-0.9811002,679
2002,-1.169154,679
2003,-1.186163,679
2004,-1.048947,679
2005,-1.028439,679
2006,-0.8484242,679
2007,-0.8147514,679
2008,-1.064307,679
2009,-1.004977,679
2010,-0.8125224,679
2011,-0.950529,679
2012,-1.007617,679
2013,-0.9420545,679
2014,-0.9823019,679
2015,-0.862263,679
2016,-0.7090264,679
2017,-0.5679046,679
2018,-0.6110614,679
2019,-0.6473251,679
2020,-0.5972787,679
2021,-0.5961931,679
2022,-0.5373199,679
2023,-0.6426153,679
2024,-0.6054456,679
1995,-0.4421505,690
1996,-0.4042335,690
1997,-0.3807783,690
1998,-0.5789962,690
1999,-0.4528367,690
2000,-0.6017258,690
2001,-0.6087981,690
2002,-0.5093157,690
2003,-1.108825,690
2004,-0.9377255,690
2005,-1.020971,690
2006,-0.7642673,690
2007,-0.822206,690
2008,-1.021012,690
2009,-1.018712,690
2010,-0.8460003,690
2011,-0.8386091,690
2012,-1.004749,690
2013,-0.923629,690
2014,-0.8836813,690
2015,-0.9190375,690
2016,-0.9355825,690
2017,-0.7192848,690
2018,-0.7764619,690
2019,-0.6765058,690
2020,-0.6803575,690
2021,-0.5371156,690
2022,-0.4670559,690
2023,-0.5635017,690
2024,-0.3942548,690
1995,-0.7543097,692
1996,-0.6959628,692
1997,-0.5783541,692
1998,-0.7645354,692
1999,-0.5769421,692
2000,-0.8699614,692
2001,-0.7684325,692
2002,-0.9032217,692
2003,-1.15788,692
2004,-1.051075,692
2005,-0.9940301,692
2006,-0.854125,692
2007,-0.7201763,692
2008,-0.8340066,692
2009,-0.8851825,692
2010,-0.7799998,692
2011,-0.7624501,692
2012,-0.7847141,692
2013,-0.7176494,692
2014,-0.6880949,692
2015,-0.7432098,692
2016,-0.7517212,692
2017,-0.595623,692
2018,-0.6224892,692
2019,-0.5262845,692
2020,-0.5964397,692
2021,-0.5617936,692
2022,-0.6604703,692
2023,-0.7070259,692
2024,-0.7022103,692
1995,-0.8376929,694
1996,-0.9115105,694
1997,-0.9030767,694
1998,-0.8132646,694
1999,-0.7873155,694
2000,-1.264573,694
2001,-1.160001,694
2002,-1.162504,694
2003,-1.216523,694
2004,-0.9460638,694
2005,-1.023705,694
2006,-0.895829,694
2007,-0.9331255,694
2008,-1.075424,694
2009,-1.03543,694
2010,-0.9549084,694
2011,-0.9339648,694
2012,-1.011821,694
2013,-0.9336159,694
2014,-0.7933823,694
2015,-0.9058194,694
2016,-0.8577971,694
2017,-0.5665187,694
2018,-0.642674,694
2019,-0.6655063,694
2020,-0.6852832,694
2021,-0.5758097,694
2022,-0.4683709,694
2023,-0.5218224,694
2024,-0.2130566,694
1995,-0.7790494,696
1996,-0.559206,696
1997,-0.6710189,696
1998,-0.7241687,696
1999,-0.5711063,696
2000,-0.5811448,696
2001,-0.6842155,696
2002,-1.084574,696
2003,-1.04369,696
2004,-0.9892625,696
2005,-0.8856289,696
2006,-0.7205441,696
2007,-0.6584789,696
2008,-0.8889506,696
2009,-0.9181982,696
2010,-0.7829484,696
2011,-0.6314943,696
2012,-0.8107059,696
2013,-0.684483,696
2014,-0.745931,696
2015,-0.7441164,696
2016,-0.7539102,696
2017,-0.573207,696
2018,-0.6107968,696
2019,-0.630109,696
2020,-0.683266,696
2021,-0.6012322,696
2022,-0.7147724,696
2023,-0.5681301,696
2024,-0.6112236,696
1995,-0.7488767,698
1996,-0.7528408,698
1997,-0.6965531,698
1998,-0.8054412,698
1999,-0.7676334,698
2000,-1.223979,698
2001,-1.072819,698
2002,-1.172203,698
2003,-1.202068,698
2004,-1.015991,698
2005,-1.079342,698
2006,-0.9749884,698
2007,-1.267588,698
2008,-1.268371,698
2009,-1.160775,698
2010,-1.207057,698
2011,-1.163049,698
2012,-1.040428,698
2013,-1.041178,698
2014,-1.270931,698
2015,-1.199908,698
2016,-1.052884,698
2017,-0.9027489,698
2018,-0.8452309,698
2019,-0.8046229,698
2020,-0.8355131,698
2021,-0.6859579,698
2022,-0.6575658,698
2023,-0.8126287,698
2024,-0.752653,698
1995,-0.7140703,700
1996,-1.119108,700
1997,-0.7256123,700
1998,-0.795202,700
1999,-0.879415,700
2000,-0.5431996,700
2001,-0.8612965,700
2002,-0.6256129,700
2003,-0.7434514,700
2004,-0.6662484,700
2005,-0.751291,700
2006,-0.439473,700
2007,-0.448037,700
2008,-0.5166528,700
2009,-0.6262967,700
2010,-0.6116472,700
2011,-0.5804971,700
2012,-0.6545566,700
2013,-0.7101377,700
2014,-0.7790834,700
2015,-0.7408888,700
2016,-0.8117974,700
2017,-0.7706865,700
2018,-0.7682784,700
2019,-0.4969141,700
2020,-0.5126743,700
2021,-0.5700824,700
2022,-0.2190615,700
2023,-0.4820709,700
2024,-0.4820709,700
1995,-0.2030235,701
1996,-1.158025,701
1997,0.09434252,701
1998,0.1595014,701
1999,0.002366629,701
2000,0.06807584,701
2001,0.002594974,701
2002,0.1117997,701
2003,-0.8675406,701
2004,-1.179702,701
2005,-1.18856,701
2006,-0.7293068,701
2007,-0.8394529,701
2008,-0.676796,701
2009,-0.7742151,701
2010,-0.7332059,701
2011,-0.8050057,701
2012,-0.5738963,701
2013,-0.793452,701
2014,-0.7442392,701
2015,-0.8673451,701
2016,-0.7733531,701
2017,-0.8425346,701
2018,-0.8326981,701
2019,-0.7707797,701
2020,-0.7442272,701
2021,-0.8191609,701
2022,-0.7482902,701
2023,-0.8274875,701
2024,-0.8349629,701
1995,0.7767155,702
1996,0.6814529,702
1997,0.2544289,702
1998,0.1693379,702
1999,0.03690112,702
2000,0.06161676,702
2001,0.06161676,702
2002,0.03547176,702
2003,0.1234308,702
2004,-0.04037659,702
2005,-0.2649995,702
2006,-0.2188896,702
2007,-0.2004796,702
2008,-0.3153676,702
2009,-0.3579793,702
2010,-0.3072417,702
2011,-0.2077705,702
2012,-0.3886092,702
2013,-0.5083662,702
2014,-0.8545048,702
2015,-0.6323503,702
2016,-0.6019253,702
2017,-0.6785352,702
2018,-0.6089436,702
2019,-0.6358829,702
2020,-0.5476952,702
2021,-0.5996913,702
2022,-0.7321273,702
2023,-0.5680034,702
2024,-0.6027805,702
1995,0.05657726,703
1996,0.333413,703
1997,0.3484788,703
1998,0.3815567,703
1999,0.3815567,703
2000,0.08909887,703
2001,0.08909887,703
2002,0.06215551,703
2003,0.05920011,703
2004,-0.1294455,703
2005,-0.1842511,703
2006,-0.2117925,703
2007,-0.3394087,703
2008,-0.2123034,703
2009,-0.278741,703
2010,-0.1549575,703
2011,-0.2179383,703
2012,-0.1628941,703
2013,-0.6022919,703
2014,-0.5101212,703
2015,-0.7464723,703
2016,-0.6052994,703
2017,-0.5680797,703
2018,-0.7643965,703
2019,-0.6978594,703
2020,-0.7061999,703
2021,-0.8103129,703
2022,-0.958496,703
2023,-0.5244855,703
2024,-0.5555494,703
1995,0.9982097,704
1996,0.781164,704
1997,0.5832031,704
1998,0.7508175,704
1999,0.7372486,704
2000,0.4751596,704
2001,0.4751596,704
2002,0.4898172,704
2003,0.4356474,704
2004,0.1650189,704
2005,-0.3107661,704
2006,-0.3315404,704
2007,-0.3615388,704
2008,-0.3331352,704
2009,-0.2142711,704
2010,-0.3716806,704
2011,-0.3805936,704
2012,-0.2440937,704
2013,-0.29261,704
2014,-0.3799643,704
2015,-0.3490718,704
2016,-0.2468427,704
2017,-0.2993566,704
2018,-0.5505801,704
2019,-0.372746,704
2020,-0.7690311,704
2021,-0.7852656,704
2022,-0.8999578,704
2023,-0.7277852,704
2024,-0.7153072,704
1995,0.5653733,705
1996,0.5552151,705
1997,0.3987158,705
1998,0.3509875,705
1999,0.4240268,705
2000,0.3944503,705
2001,0.1979025,705
2002,0.1555638,705
2003,0.128473,705
2004,-0.03111982,705
2005,-0.1611855,705
2006,-0.1650993,705
2007,-0.05838114,705
2008,-0.06338054,705
2009,-0.1621041,705
2010,-0.2291928,705
2011,-0.3320678,705
2012,-0.3547038,705
2013,-0.4797075,705
2014,-0.3733219,705
2015,-0.5430392,705
2016,-0.4210355,705
2017,-0.4969058,705
2018,-0.5024125,705
2019,-0.6299039,705
2020,-0.5016494,705
2021,-0.4793077,705
2022,-0.9286852,705
2023,-0.3635117,705
2024,-0.4481063,705
1995,-1.661364,710
1996,-1.238051,710
1997,-1.228129,710
1998,-0.3907205,710
1999,-0.6115507,710
2000,-0.7129868,710
2001,-0.5308623,710
2002,-0.6348364,710
2003,-0.897639,710
2004,-0.7291462,710
2005,-0.6733208,710
2006,-0.7387265,710
2007,-0.4992732,710
2008,-0.585407,710
2009,-0.5712578,710
2010,-0.8299306,710
2011,-0.5454996,710
2012,-0.8721771,710
2013,-0.578424,710
2014,-0.7847251,710
2015,-0.2419292,710
2016,-0.4806906,710
2017,-0.3137374,710
2018,-0.525959,710
2019,-0.4439024,710
2020,-0.554864,710
2021,-0.379073,710
2022,-1.354232,710
2023,-0.6402098,710
2024,-0.8790958,710
1995,-0.08804893,712
1996,0.00929193,712
1997,-0.04744932,712
1998,-0.1542679,712
1999,-0.2026784,712
2000,-0.220488,712
2001,-0.2749316,712
2002,-0.389266,712
2003,-0.3455979,712
2004,-0.4370459,712
2005,-0.4140253,712
2006,-0.3883967,712
2007,-0.2999763,712
2008,-0.302808,712
2009,-0.3104379,712
2010,-0.2368779,712
2011,-0.2165927,712
2012,-0.2083141,712
2013,-0.3372037,712
2014,-0.4310155,712
2015,-0.4676395,712
2016,-0.5387662,712
2017,-0.4935701,712
2018,-0.5067225,712
2019,-0.523911,712
2020,-0.5831638,712
2021,-0.6025144,712
2022,-0.6966531,712
2023,-0.5172818,712
2024,-0.5830129,712
1995,-1.798205,731
1996,-1.912163,731
1997,-1.970227,731
1998,-1.825866,731
1999,-1.549704,731
2000,-1.293314,731
2001,-1.483277,731
2002,-1.396014,731
2003,-1.235341,731
2004,-1.377301,731
2005,-1.249136,731
2006,-1.012433,731
2007,-1.113094,731
2008,-1.237056,731
2009,-1.406132,731
2010,-1.987126,731
2011,-1.657462,731
2012,-1.979935,731
2013,-2.08241,731
2014,-2.049211,731
2015,-0.4856398,731
2016,-0.6870267,731
2017,-0.2826025,731
2018,-0.6679901,731
2019,-0.2740335,731
2020,-0.2900835,731
2021,-0.3118925,731
2022,-0.9727582,731
2023,-0.4811818,731
2024,-0.9562649,731
1995,0.5260935,732
1996,0.592467,732
1997,0.5842416,732
1998,0.6474794,732
1999,0.5572443,732
2000,0.5955518,732
2001,0.6124269,732
2002,0.7613865,732
2003,0.7172409,732
2004,0.712743,732
2005,0.5190219,732
2006,0.6628981,732
2007,0.5749317,732
2008,0.6185872,732
2009,0.6111777,732
2010,0.6056926,732
2011,0.6324515,732
2012,0.6829105,732
2013,0.65389,732
2014,0.7346856,732
2015,0.7615543,732
2016,0.9606446,732
2017,0.9127921,732
2018,0.8378149,732
2019,0.734114,732
2020,0.7803381,732
2021,0.8983986,732
2022,0.8064495,732
2023,0.8343411,732
2024,0.8480603,732
1995,1.044247,740
1996,1.062759,740
1997,0.9138037,740
1998,0.7103068,740
1999,0.7202823,740
2000,0.7294784,740
2001,0.7762727,740
2002,0.7601465,740
2003,0.7048896,740
2004,0.7542196,740
2005,0.6805232,740
2006,0.8217687,740
2007,0.5729439,740
2008,0.53551,740
2009,0.5875136,740
2010,0.5958904,740
2011,0.6336405,740
2012,0.6098695,740
2013,0.6292684,740
2014,0.8396539,740
2015,0.6803775,740
2016,0.6858126,740
2017,0.6547166,740
2018,0.7497824,740
2019,0.6783194,740
2020,0.6600005,740
2021,0.7204107,740
2022,0.749146,740
2023,0.6944957,740
2024,0.6096589,740
1995,-1.594562,750
1996,-1.677913,750
1997,-1.078334,750
1998,-0.6372748,750
1999,-0.5555911,750
2000,-0.6066803,750
2001,-0.5673483,750
2002,-0.2333829,750
2003,-0.1125257,750
2004,-0.3350862,750
2005,-0.2182402,750
2006,-0.3862153,750
2007,-0.3441911,750
2008,-0.473974,750
2009,-0.4452652,750
2010,-0.5624913,750
2011,-0.5346115,750
2012,-0.612231,750
2013,-0.6207829,750
2014,-0.7737643,750
2015,-0.2120164,750
2016,-0.2851151,750
2017,-0.234344,750
2018,-0.2748351,750
2019,-0.2334145,750
2020,-0.1320881,750
2021,-0.1198748,750
2022,-0.3872273,750
2023,-0.1350694,750
2024,-0.2619623,750
1995,-0.4588811,760
1996,-0.4739138,760
1997,-0.5982481,760
1998,-0.4733158,760
1999,-0.6445657,760
2000,-0.8724501,760
2001,-0.613275,760
2002,-0.484406,760
2003,-0.1948784,760
2004,-0.5363996,760
2005,-0.4314393,760
2006,-0.4435564,760
2007,-0.3358515,760
2008,-0.4597338,760
2009,-0.4841675,760
2010,-0.4256909,760
2011,-0.5300429,760
2012,-0.4400031,760
2013,-0.5899127,760
2014,-0.4758362,760
2015,-0.3963887,760
2016,-0.4616929,760
2017,-0.6012558,760
2018,-0.4593805,760
2019,-0.5176776,760
2020,-0.5075663,760
2021,-0.40121,760
2022,-0.3549271,760
2023,-0.3541398,760
2024,-0.4608258,760
1995,-1.139255,770
1996,-1.032368,770
1997,-0.8636015,770
1998,-0.6400848,770
1999,-0.5393172,770
2000,-0.8449241,770
2001,-0.6811552,770
2002,-0.3891612,770
2003,-0.4203509,770
2004,-0.5660718,770
2005,-0.5638561,770
2006,-0.5546462,770
2007,-0.4629975,770
2008,-0.6337709,770
2009,-0.4922708,770
2010,-0.7441768,770
2011,-0.6845862,770
2012,-0.8095105,770
2013,-0.4473865,770
2014,-0.9159986,770
2015,-0.2071994,770
2016,-0.3389668,770
2017,-0.2602686,770
2018,-0.4250864,770
2019,-0.2003674,770
2020,-0.1816863,770
2021,-0.122148,770
